nazwa_ogloszenia,link,cena,opis,lokalizacja,pokoje,stan wykonczenia,miejsce parkingowe,powierzchnia,balkon,taras,piętro,rok budowy
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-zielna-85m2-mzn2042161191,,"Osiedle Zielna

Najważniejsze atuty
Kameralna inwestycja składająca się z jednego, 2-piętrowego budynku wielorodzinnego
Ogródki przynależne do mieszkań na parterze, balkony w przypadku mieszkań na 1 i 2 piętrze
Wysokość lokali – 250 cm","Psie Pole,",5,,,"85,34 m²",Tak,,,2023
"102 mkw.,4 pokoje,os.kuchn,garaż i poddasze Gratis",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-brylantowa-101m2-mzn2043187504,1 090 000 zł,"LOKALIZACJA: Wrocław, Ołtaszyn, ul. Brylantowa
OPIS: Do sprzedaży mieszkanie rozkładowe, dwustronne (wystawka okien: północ-południe) w zabudowie szeregowej dwulokalowej oddane do użytku w roku 2020. Nieruchomość znajduje się w pięknej, spokojnej i kameralnej okolicy na wrocławskim Ołtaszynie o powierzchni użytkowej 101,80 mkw., dodatkowo garaż z zamykaną brama 16,40 mkw., i poddasze nieużytkowe 30,5 mkw.
Nieruchomość składa się z pomieszczeń położonych na 3 poziomach, tj.: czterech pokoi, kuchni, łazienki, WC, komunikacji, korytarza (1 piętro o łącznej powierzchni 101,8 mkw.), poddasza nieużytkowego (2 piętro- wejście poprzez schody strychowe, 30,5 mkw.) i przynależnego pomieszczenia garażu (16,40 mkw.) położonego w tym samym budynku na kondygnacji parteru. Łączna powierzchnia wszystkich powierzchni to 148,7 mkw. Dodatkowo balkon 12,44 mkw.
ATUTY: 8 km od wrocławskiego rynku. Nieruchomość rozkładowa, dwustronna. Pokoje ustawne, jasne. Zamknięte osiedle (łącznie 6 mieszkań). Pilot. Siła. Garaż. Poddasze. Gotowe.
CENA: 1 090 000 zł do negocjacji. Polecam !!! Zapraszam na prezentację. Klucze w biurze.
KONTAKT: Michał Zagórski| m.zagorski@ |533... pokaż| Verso Nieruchomości |
Brylantowa Wrocław mieszkanie -- YouTube
Zobacz więcej na.pl | Verso Nieruchomości sp. z o.o. Biurowiec Corte Verona, II p. ul. Grabiszyńska 208, 53-235 Wrocław | Informacja zawarta w ogłoszeniu nie stanowi oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego.
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Wrocław-Krzyki,",5,,,"101,80 m²",Tak,,1/2,2020
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-pawia-38-39m2-mzn2040341521,529 335 zł,"Wyjątkowa inwestycja PAWIA OD NOWA!
Projekt realizowany w oparciu o przebudowę zabytkowego folwarku przy ul. Pawiej 38.
Inwestycja o unikatowym charakterze - wynikającym z lokalizacji przy ulicy Pawiej, niegdysiejszej głównej ulicy wsi Wojszyce. Charakterystyczne zabudowania folwarczne pochodzące z pierwszych lat XX wieku są unikatowe na skalę światową. Inwestycja realizowana we współpracy z konserwatorem zabytków zachowa ducha tamtych lat, a przedmiotowy projekt przywróci zapomnianą świetność zabudowań.
W trakcie przebudowy istniejących budynków o zabytkowym charakterze, w ramach inwestycji powstanie 28 lokali mieszkalnych (na parterze, pierwszym i drugim piętrze) oraz 1 lokal usługowy, który dopełni całość osiedla. Budynek składać się będzie z czterech klatek schodowych. Na terenie inwestycji zrealizowany zostanie również parking z naziemnymi miejscami postojowymi.
Dostosowując budynek do szerokiego spektrum potrzeb przyszłych Mieszkańców, w ofercie znalazły się mieszkania o metrażu od 25 m2 do 85 m2, w tym m.in. posiadające niezależne wejścia, z własnymi ogródkami, o ponadstandardowej wysokości do nawet 473 cm, lofty wyposażone w stalowe antresole lub ze sklepieniami o konstrukcji krzyżowej z oryginalnych, zachowanych cegieł.
Wielkim atutem tej lokalizacji jest dostęp do pełnej i rozbudowanej infrastruktury miejskiej przy jednoczesnym zachowaniu cichej i spokojnej okolicy z zielenią i niską zabudową mieszkaniową. W odległości 600 m znajduje się przystanek autobusowy (linie dzienne 112, 113, 612 i 903, linia nocna 249). W sąsiedztwie znajdują się m.in. liczne restauracje (Stacja Pawia Food & Chillout, Pizzeria Pan Smak, Bistro na Wypasie, Kiss The Cook), apteki (Apteka Wysokogórska, Lege Artis), placówki bankowe, bankomaty, sklepy (Biedronka, Żabka, lokalne sklepy osiedlowe), punkty usługowe, placówka pocztowa, placówki medyczne (gabinety stomatologiczne, prywatne centrum medyczne MedFemina, gabinet podologiczny Uniwersytecki Szpital Kliniczny).","Wojszyce,",1,,,"39,21 m²",,,1/2,2024
"Super pod inwestycje, tuż obok bulwarów nad Odrą",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-emila-zegadlowicza-74m2-mzn2043205861,749 000 zł,"Do sprzedania mieszkanie  w zielonej części Śródmieścia, tuż obok bulwarów nad Odrą!
3 osobne duże sypialnie (południe i północ),  z 1 sypialni wyjście na  balkon z widokiem na zielone, przestronne podwórko.   
W cenie sprzedaży  wszystkie zabudowy stałe, kuchnia z  AGD (lodówka,  piekarnik, okap, kuchenka gazowa).
W pokojach wyposażenie.
Podłoga: panele i kafle, remont około 2020r, łącznie z wymiana instalacji elektrycznych.
Okna PCV!
Lokal z powodzeniem wynajmowany od lat.
Pełna własność!
Bez obciążeń.
Do korzystania piwnica.
Elewacja po remoncie, media miejskie wszystkie.
Wspólnota planuje sprzedać część strychu by sfinalizować remont klatki.
Budynek z cegły.
Otoczenie nieruchomości:
Mieszkanie znajduje się w kameralnej zabudowie, z dala od hałasu miasta, w cichej i zielonej części osiedla, ,blisko Odry i terenów zielonych
Bogata infrastruktura m.in.  liczne restauracje, sklepy, placówki edukacyjne, dobre połączenie  z pozostałą częścią Wrocławia poprzez ul. Trzebnicką (komunikacja miejska: autobus i tramwaj).
Dodatkowym atutem jest dobry dojazd do autostrady A4 i obwodnicy. 
W pobliżu liczne punkty usługowe i rekreacyjne, apteka, boisko sportowe ogólnodostępne z zewnętrzną siłownią, Zespół Szkolno - Przedszkolny, (Szkoła Podstawowa).
Świadectwo w trakcie przygotowania!
Zapraszam na prezentację.
Wyłączność!
Aneta Samborska BN Ostoja601... pokaż
Uwaga! Prezentowane w serwisie oferty nie stanowią oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego i mogą być nieaktualne. Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Aneta Samborska nr licencji 6646
Oferta nr266... pokażwysłana z systemu LocumNet Online
Dane z certyfikatu energetycznego:
Roczne zapotrzebowanie na energię użytkową: 0.00 [kWh/m2]Roczne zapotrzebowanie na energię końcową: 0.00 [kWh/m2]Roczne zapotrzebowanie na nieodnawialną energię pierwotną: 0.00 [kWh/m2]Jednostkowa wielkość emisji CO2: 0.0000 [tony/rok]Udział odnawialnych źródeł energii w zapotrzebowaniu na energię końcową: 0.0000 %","Śródmieście,",3,,,74 m²,Tak,Nie,2/3,
Okolice ul. M. Witek Nowe2017/Balkon/Garaż/LUX,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-general-marii-wittek-67m2-mzn2041178959,815 000 zł,"Na sprzedaż apartament o powierzchni 67,22m2.
Apartament znajduje się na 2 kondygnacji, w jednym z dwóch budynków, w którym łącznie są tylko cztery apartamenty, a w całym apartamentowcu 12.
Budynki położone są na garażu podziemnym, w którym znajduje się 10 miejsc postojowych, w tym jedno miejsce przynależne do oferowanego apartamentu, oraz komórka lokatorska.
Apartament to łącznie powierzchnia 67,22 m2, przy czym, z uwagi na kondygnacje poddasze i jego skosy, apartament licząc metraż po podłodze jest większy.
Apartament jest gotowy do zamieszkania, ma duży pokój dzienny wraz z dużym aneksem kuchennym, dwie sypialnie, w tym jedna z garderobą, łazienkę, oraz przestrzeń mogącą służyć za np. biuro.
Apartament posiada balkon z ekspozycją na zachodnią stronę, sam układ apartamentu to wschód-zachód. Miłe sąsiedztwo, kameralna atmosfera, prestiż i luksus.
Obligatoryjny zakup komórki lokatorskiej: 10.000zł
oraz miejsca w garażu podziemnym: 25.000zł
Miejsce postojowe jest na odrębnej Księdze Wieczystej
Cena: 815 000 zł
nr oferty : 6454/10630/OMS
Interesuje Cię zakup tego mieszkania?
ZAPRASZAM NA BEZPŁATNĄ PREZENTACJĘ
Przy zakupie otrzymasz wsparcie w uzyskaniu finansowania na zakup nieruchomości.
| Phone+48... pokaż
Adrian Nawrot
Specjalista ds. Sprzedaży Nieruchomości
Agencja UNITED Nieruchomości | ul. Młynarska 14/E | 51-116 Wrocław |
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Ołtaszyn,",3,,,"67,22 m²",Tak,,2/2,2017
Apartamentowe piękne 3POK 2009r. Zielona Wyspa GAJ,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-stronska-pilawska-ok-rutkiewicz-krzyki-gaj-64m2-mzn2043201776,889 900 zł,"BARDZO ŁADNE KOMFORTOWE 3M W APARTAMENTOWCU ZIELONA WYSPA NA GAJU WINDA Małgorzata Wójcik-570... pokażfunkcjonalny rozkład 2 balkony komórka lokatorska miejsce postojowe naziemne SERDECZNIE POLECAM WARTO!
NOWE OSIEDLE GAJ-ŚWIETNE MIEJSCE-DUŻO ZIELENI-CIEKAWA OFERTA dla rodziny, młodych małżeństw, inwestorów jako bardzo dobra inwestycja.
IDEALNA LOKALIZACJA na jednym z lubianych osiedli Krzyki / Gaj z bardzo dobrym dojazdem zarówno w kierunku Centrum, jak i w innych kierunkach miasta
-Tramwaj szybki plus (31,32), pośpieszny K oraz autobusy ( nr 133, 145, 146), również wygodne połączenie do autostrady A4 i węzła bielańskiego. Miejsce z dostępem do terenów zielonych i rekreacyjnych. Blisko Park Skowronii, ścieżki rowerowe, parczki osiedlowe.
3 pokojowe mieszkanie o pow. całkowitej wg KW 68m2 ( w tym pow. użytkowa 64,20m2 plus 3,80m2 komórki lokatorskiej) składa się z:
-salonu z aneksem kuchennym-23,30m2 z wyjściem na balkon (ok 7m2)
-sypialni-13,30m2, również z wyjściem na drugi balkon ( 6,60m2)
-pokoju-12,50m2
-łazienki-3,90m2
-osobnego WC-1,40m2
-przedpkoju-9,80m2
Do lokalu przynależy miejsce postojowe naziemne na ogrodzonym osiedlu za dodatkową opłata ok 20 tys oraz komórka lokatorska-3,80m2 za dodatkową opłatą 10tys zł-Zakup obligatoryjny
Idealna oferta również dla inwestora na wynajem.
W tym rejonie mieszkania bardzo dobrze się wynajmują!!
Blisko Uniwersytet Medyczny Borowska, niedaleko Uniwersytet Ekonomiczny, dobre połączenia z Placem Grunwaldzkim w kierunku Politechniki Wrocławskiej.
Dodatkowe atuty:
Mieszkanie do zamieszkania bez nakładów.
Kuchnia w pełni umeblowana i wyposażona, meble na wymiar.
Sprzęty AGD bardzo dobrych firm.
Szafy w przedpokoju i pokoju robione na wymiar.
Drzwi wejściowe antywłamaniowe, stolarka drzwiowa wewnętrzna firmy Porta.
Na oknach rolety i moskitiery.
Media miejskie.
Osiedle ogrodzone z całodobowym monitoringiem, wewnętrznym własnym zielonym dziedzińcem.
Na osiedlu Gaj dużo zieleni, placów zabaw, wiele sklepów i punktów usługowych. Blisko nowoczesna szkoła i przedszkole, Centra Handlowe: Ferio Gaj, Hala Gaj. Osiedle z w pełni rozwiniętą infrastrukturą, wszystko w zasięgu ręki.
Świetna lokalizacja nieruchomości zarówno pod kątem komunikacyjnym jak i warunków wypoczynku i spędzania wolnego czasu. W sąsiedztwie dwa zadbane parki : Skowronii i Andersa, oraz Wzgórze Gajowe 20 min spacerkiem do kompleksu sportowo-rekreacyjnego Aqua Park.
Pośrednik w obrocie nieruchomościami Małgorzata Wójcik570... pokaż, Licencja nr 16128 -ZADZWOŃ i umów się na bezpłatna prezentację--ZAPYTAJ o szczegóły -SERDECZNIE ZAPRASZAM do zapoznania się z interesującą ofertą.
Zamieszczona oferta nie stanowi oferty w rozumieniu Kodeksu Cywilnego, a dane w nich zawarte mają jedynie charakter informacyjny.","Wrocław-Krzyki,",3,,,"64,20 m²",Tak,,6/6,2009
ZADBANE 3M OSOBNA KUCHNIA niski blok INWESTOR GAJ,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-swieradowska-ok-orlowicza-krynicka-krzyki-gaj-58m2-mzn2043201843,599 000 zł,"SUPER MIEJSCE 3 POKOJE OSOBNA KUCHNIA-Idealne DLA INWESTORA RODZIN STUDENTÓW- Małgorzata WÓJCIK -570... pokażLicencja 16128-DUŻY BALKON-SERDECZNIE POLECAM
Przestronne 3 pokojowe mieszkanie, dwustronne, samodzielne 3 pokoje, oddzielna jasna kuchnia z oknem, łazienka, przedpokój i dodatkowe pomieszczenie o łącznej pow. wg KW 58,40m2 idealne zarówno do samodzielnego zamieszkania dla rodziny, młodego małżeństwa, studentów jak i dla inwestorów jako bardzo dobra inwestycja.
BARDZO DOBRA LOKALIZACJA na jednym z lubianych osiedli Krzyki / Gaj z bardzo dobrym dojazdem zarówno w kierunku Centrum, jak i w innych kierunkach miasta
-Tramwaj szybki plus (31,32), pośpieszny K oraz autobusy ( nr 133, 145, 146), również wygodne połączenie do autostrady A4 i węzła bielańskiego.
3 pokojowe mieszkanie w pełnym rozkładzie, mamy tutaj:
-salon z wyjściem na duży balkon.
-osobną widną z oknem kuchnię umeblowaną i wyposażoną w sprzęt AGD
-pokój,
-pokój,
- łazienkę z wanną, umywalką i WC,
- przedpokój z bardzo dużą pojemną garderobą.
-dodatkowe pomieszczenie z zabudowanego korytarza przynależnego do lokalu mieszkalnego.
Do mieszkania przynależy dodatkowo duża piwnica 8,30m2.
Do dyspozycji mieszkańców dużo miejsc parkingowych wokół budynku.
Bardzo dobra oferta dla rodziny, studentów, młodego małżeństwa.
Idealna oferta również dla inwestora na wynajem.
Blisko Uniwersytet Medyczny Borowska, niedaleko Uniwersytet Ekonomiczny, dobre połączenia z Placem Grunwaldzkim w kierunku Politechniki Wrocławskiej.
Na osiedlu dużo zieleni, placów zabaw, wiele sklepów i punktów usługowych, wszystko pod ręką. Blisko szkoła, Centra Handlowe: Ferio Gaj, Hala Gaj, Biedronka. Osiedle z w pełni rozwiniętą infrastrukturą, wiele sklepów i punktów usługowych. Wszystko w zasięgu ręki.
Świetna lokalizacja nieruchomości zarówno pod kątem komunikacyjnym jak i warunków wypoczynku i spędzania wolnego czasu. W sąsiedztwie dwa zadbane parki : Skowronii i Andersa, oraz Wzgórze Gajowe 20 min ścieżki rowerowe, parczki osiedlowe, niedaleko kompleks sportowo-rekreacyjny Aqua Park.
Pośrednik w obrocie nieruchomościami-MAŁGORZATA WÓJCIK570... pokaż, Licencja nr 16128 -ZADZWOŃ i umów się na bezpłatna prezentację--ZAPYTAJ o szczegóły -SERDECZNIE ZAPRASZAM do zapoznania się z interesującą ofertą.
Zamieszczona oferta nie stanowi oferty w rozumieniu Kodeksu Cywilnego, a dane w nich zawarte mają jedynie charakter informacyjny.","Wrocław-Krzyki,",3,,,"58,40 m²",Tak,,4/4,1992
Lofty Platinum- niepowtarzalny apartament,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-inowroclawska-131m2-mzn2042006869,2 790 000 zł,"Lofty Platinum  to połączenie elegancji z industrialną surowością, to miejsce, gdzie historia doskonale uzupełnia się ze współczesnością. Lofty Platinum powstały w zabytkowych XIX-wiecznych budynkach dawnej destylarni. Cały budynek został wykończony w najwyższym standardzie.
Szczególnie zachwyca zabytkowa ceglana elewacja, stylizowana na przemysłową winda, żelbetowe podciągi, ogromne przeszklenia i taras widokowy. Apartament zlokalizowany jest przy ul. Inowrocławskiej, w bliskiej odległości od Rynku Głównego. Liczne restauracje, teatry, kina, a także punkty handlowo-usługowe znajdują się w zasięgu ręki. Dogodna lokalizacja inwestycji zapewnia również sprawne połączenie komunikacyjne z pozostałymi dzielnicami Wrocławia.
W obrębie inwestycji dostępny jest wewnętrzny, zielony dziedziniec z placem zabaw dla dzieci i elementami małej architektury. Do użytku mieszkańców udostępnione jest także pomieszczenie klubowe z komfortową strefą wypoczynku (m.in. bilard) stanowiącą stylową wizytówkę budynku. Z kolei na dachu najwyższej części inwestycji znajduje się wspólny ogród i taras widokowy. Reprezentacyjne hole wejściowe, uszanowanie pierwotnych funkcji i podkreślenie zabytkowych walorów było głównym celem renowacji obiektu. Zaadaptowano historyczny budynek na wysokiej klasy apartamenty. W dobie unifikacji budownictwa i robót wykończeniowych sięgnięto do starych technik i artystycznych rozwiązań, które wykraczają poza ramy potocznie pojmowanego rzemiosła.
Lofty Platinum zostały najbardziej prestiżową inwestycją w Polsce według ekspertów Bankiera w 2013 r.
Mamy przyjemność zaprezentować Państwu nowoczesny i luksusowy apartament wykończony z wyjątkową dbałością o detale, łączący nadzwyczajną jakość, piękno i funkcjonalność, znajdujący się na 5 piętrze tego wyjątkowego obiektu.
Prezentowany przez nas apartament o powierzchni 131 m2 składa się z : 
przestronnego salonu z przeszkleniami w formie okien i drzwi balkonowych (od podłogi do sufitu) wychodzących na południe oraz na północ, oraz strefy kuchennej (2 części: śniadaniowa i jadalna) o łącznej powierzchni ok. 96 m2
sypialni o pow. ok. 17,6 m2 (jedno z okien z widokiem na balkonowy ogród z drzewami i krzewami), 
łazienki przy sypialni o pow. ok.4,8m2 (dostępnej z dwóch stron),
pokoju gościnnego o pow. ok. 11 m2 oraz łazienki dla gości o pow. ok 4,6 m2, (z wanną),
części gospodarczej (2 pomieszczenia),
tarasu o pow. ok. 9 m2 (aranżacja: drzewa i krzewy, dostępny z salonu i pokoju gościnnego),
oraz balkonu o pow. ok. 4,9 m2( styl azjatycki, aranżacja roślinna, dostępny od strony jadalni oraz od strony kuchni).
Od zakończenia  prac wykończeniowych apartament ten rzadko jest ""odwiedzany"" przez właścicieli, którzy na stałe mieszkają za granicą, tym samym jego zużycie jest minimalne. 
Szczegółowe informacje i listę wysoko standardowego wyposażenia, umeblowania, przedmiotów wartościowych oraz sztuki udostępnimy na Państwa prośbę.
  Comiesięczna opłata do Wspólnoty Mieszkaniowej 
wynosi 1 411,51 zł
Podatek od nieruchomości za 2023 r. wynosi 148,25 zł
Do apartamentu przynależy miejsce parkingowe w garażu podziemnym.
Do dyspozycji mieszkańców należy również  bogato wyposażony  Klub Mieszkańca, duży taras widokowo- rekreacyjny oraz pomieszczenie na rowery.
INFORMACJE DODATKOWE:
Ściany i sufity (dodatkowa izolacja 25 cm), kamień Bigstone na 3 ścianach, duża liczba regulatorów natężenia światła.
Podłogi we wszystkich pomieszczeniach (oprócz łazienek) wyłożone wschodnioafrykańskim drewnem Doussie (tzw. ""drewno królewskie"", bardzo trwałe, klasa I).
  Cena sprzedaży apartamentu z wyposażeniem wynosi 2 790 000 zł
  POLECAMY I ZACHĘCAMY DO OBEJRZENIA
Andrzej487... pokaż
Mirek486... pokaż
ms@
  POWYŻSZY OPIS MA CHARAKTER INFORMACYJNY I NIE STANOWI OFERTY W ROZUMIENIU PRZEPISÓW KODEKSU CYWILNEGO.
NASZE BIURO JEST UBEZPIECZONE W ZAKRESIE PROWADZONEJ DZIAŁALNOŚCI POŚREDNICTWA.
OFERUJEMY BEZPŁATNĄ POMOC SPRAWDZONYCH DORADCÓW KREDYTOWYCH.OFERTA BANKU DOBRANA INDYWIDUALNIE DO POTRZEB KLIENTA.
Z NAMI JESTEŚ BEZPIECZNY OD POCZĄTKU DO PRZEKAZANIA KLUCZY==ZAPRASZAMY==
LOGRO sp. z o.o., Happy Consulting sp. z o.o.
BIURO
WYSOGOTOWO ul SKÓRZEWSKA 37 lok. 8
.pl
  .
Oferta nr869... pokażwysłana z systemu LocumNet Online","Stare Miasto,",4,,,131 m²,,Tak,5/5,2012
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-krzywoustego-295-55m2-mzn2040341583,553 900 zł,"W kameralnym budynku znajdować się będzie 13 mieszkań (na parterze, pierwszym i drugim piętrze) oraz dwa lokale usługowe (na parterze, z wejściami niezależnymi od mieszkalnej klatki schodowej). Dostosowując budynek do szerokiego spektrum potrzeb przyszłych Mieszkańców, w ofercie znalazły się mieszkania o metrażu od 28 m2 do 62 m2. Na parterze zaprojektowano mieszkania z prywatnymi ogrodami.
Projekt inwestycji powstał z zamysłem stworzenia spójności z historyczną zabudową - w zakresie skali, bryły, zastosowanych materiałów, podziałów architektonicznych, detalom nawiązującym do przedwojennych elewacji oraz nawiązania formami współczesnymi do lokalnej tradycji architektonicznej.
Inwestycja Krzywoustego 295 w pierwszej kolejności przyciąga uwagę unikatową lokalizacją - przy samej płycie Rynku Psiego Pola. XIX-wieczne kamieniczki, kaskadowa fontanna i sympatyczne mosiężne psiaki przypominają o historii tego miejsca. Inwestycja realizowana jest w dzielnicy Psie Pole, przy ul. Bolesława Krzywoustego 295. Okolica sprzyja uprawianiu sportu i rekreacji na łonie natury. W odległości 1,5 km znajduje się m.in. Centrum Piłkarskie Ślęza, centrum sportowe City Sports oraz kąpielisko Kłokoczyce. Z kolei w odległości 4,4 km znajduje się Las Zakrzowski z wytyczonym szlakiem turystycznym, Park Pawłowicki z pomnikiem przyrody i zabytkową Leśniczówką, Średniowieczny Gród Sołtysowice, Arboretum i centrum sportowo-rekreacyjne Cztery Stawy. w najbliższej okolicy znajdują się między innymi liczne sklepy i punkty usługowe, przedszkole, szkoła podstawowa, apteki, bankomaty, biblioteka, centrum kultury.
W bliskiej odległości (do 300m) znajdują się cztery przystanki komunikacji miejskiej (autobusy miejskie i podmiejskie), a w odległości 1000m stacja PKP Wrocław-Psie Pole (połączenia m.in. w kierunku: Wrocław Główny, Oleśnica, Trzebnica, Milicz, Kluczbork, Jelcz-Laskowice).


W kameralnym budynku znajdować się będzie 13 mieszkań (na parterze, pierwszym i drugim piętrze) oraz dwa lokale usługowe (na parterze, z wejściami niezależnymi od mieszkalnej klatki schodowej). Dostosowując budynek do szerokiego spektrum potrzeb przyszłych Mieszkańców, w ofercie znalazły się mieszkania o metrażu od 28 m2 do 62 m2. Na parterze zaprojektowano mieszkania z prywatnymi ogrodami.
Projekt inwestycji powstał z zamysłem stworzenia spójności z historyczną zabudową - w zakresie skali, bryły, zastosowanych materiałów, podziałów architektonicznych, detalom nawiązującym do przedwojennych elewacji oraz nawiązania formami współczesnymi do lokalnej tradycji architektonicznej.
Inwestycja Krzywoustego 295 w pierwszej kolejności przyciąga uwagę unikatową lokalizacją - przy samej płycie Rynku Psiego Pola. XIX-wieczne kamieniczki, kaskadowa fontanna i sympatyczne mosiężne psiaki przypominają o historii tego miejsca.
Inwestycja realizowana jest w dzielnicy Psie Pole, przy ul. Bolesława Krzywoustego 295. Okolica sprzyja uprawianiu sportu i rekreacji na łonie natury. W odległości 1,5 km znajduje się m.in. Centrum Piłkarskie Ślęza, centrum sportowe City Sports oraz kąpielisko Kłokoczyce. Z kolei w odległości 4,4 km znajduje się Las Zakrzowski z wytyczonym szlakiem turystycznym, Park Pawłowicki z pomnikiem przyrody i zabytkową Leśniczówką, Średniowieczny Gród Sołtysowice, Arboretum i centrum sportowo-rekreacyjne Cztery Stawy.
W najbliższej okolicy znajdują się między innymi liczne sklepy i punkty usługowe, przedszkole, szkoła podstawowa, apteki, bankomaty, biblioteka, centrum kultury.
W bliskiej odległości (do 300m) znajdują się cztery przystanki komunikacji miejskiej (autobusy miejskie i podmiejskie), a w odległości 1000m stacja PKP Wrocław-Psie Pole (połączenia m.in. w kierunku: Wrocław Główny, Oleśnica, Trzebnica, Milicz, Kluczbork, Jelcz-Laskowice).","Psie Pole,",3,,,"55,39 m²",,,1/2,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-michalczyka-5-85m2-mzn2041581851,,"Najważniejsze atuty
✅ Jedna z najlepszych wrocławskich inwestycji w sercu miasta","Stare Miasto,",4,,,"85,88 m²",Tak,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-michalczyka-5-61m2-mzn2041581853,,"Najważniejsze atuty
✅ Jedna z najlepszych wrocławskich inwestycji w sercu miasta","Stare Miasto,",3,,,"61,63 m²",Tak,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-zielna-71m2-mzn2041534175,,"Osiedle Zielna

Najważniejsze atuty
Kameralna inwestycja składająca się z jednego, 2-piętrowego budynku wielorodzinnego
Ogródki przynależne do mieszkań na parterze, balkony w przypadku mieszkań na 1 i 2 piętrze
Wysokość lokali – 250 cm
W skrócie

Osiedle Zielna powstające w dzielnicy Psie Pole to kameralna inwestycja składającą się z jednego dwupiętrowego budynku wielorodzinnego, w którym znajdzie się łącznie 160 mieszkań. Mieszkańcy lokali na parterze będą mieli do swojej dyspozycji ogródki, natomiast lokatorzy 1 i 2 piętra – przestronne balkony. Na kameralnym osiedlu nie zabraknie atrakcyjnie zaaranżowanej przestrzeni wspólnej, w postaci małej architektury, nasadzeń kwiatowych, drzew i krzewów. Częścią inwestycji będzie duży zielony, wewnętrzny dziedziniec, gdzie mieścić się będzie plac zabaw oraz siłownia plenerowa. W ramach inwestycji przewidziano również podziemny garaż, komórki lokatorskie, schowki oraz rowerownię.

Lokalizacja

Osiedle Zielna powstaje na Psim Polu, przy ulicy Zielnej, która położona jest 6,7 km od centrum Wrocławia. Rozciągająca się w północnej części Wrocławia dzielnica Psie Pole zabudowana jest w dużej mierze przez osiedla domków jednorodzinnych i willi, a także trzy duże osiedla: Zakrzów, Psie Pole oraz Różanka. Na obrzeżach dzielnicy dominują tereny zielone, m.in. las Rędziński, Osobowicki i Sołtywicki. Największą arterią dzielnicy Psie Pole, łączącą zachodnią jej część ze wschodnią, jest ulica Jana Kasprowicza.

Tereny zielone

W odległości 260 metrów od inwestycji znajduje się park międzyosiedlowy z placem zabaw dla dzieci. Do parku przy ulicy Nadbrzeżnej w Zgorzelisku oddalonego o 1 km można dotrzeć spacerem w 13 minut. W odległości 2,8 km znajduje się park Małe Wilczyce, 2,7 km od osiedla – Park Jedności, a 6 km dzieli Osiedle Zielna od dzikich terenów spacerowych przy ujściu rzeki Dobrej do Widawy.

Sklepy, punkty usługowe i gastronomiczne

Najbliższy niewielki sklep spożywczy znajduje się tuż przy Osiedlu Zielna. W odległości 110 metrów położone są Delikatesy Gorlickie, w odległości 240 metrów – sklep max minimarket. Mieszkańcy Osiedla Zielna mają również blisko położoną przychodnię – 100 metrów od osiedla, przychodnię weterynaryjną – 100 m, restaurację z azjatycką kuchnią fusion (450 m), pub (550 m) czy halę targową Blaszak (500 m).

Komunikacja i transport publiczny

Najbliższy przystanek komunikacji miejskiej – Gorlicka – znajduje się 210 metrów od Osiedla Zielna. Dzięki niemu mieszkańcy osiedla mogą korzystać z dogodnych połączeń komunikacyjnych w dzielnicy Psie Pole – 6 linii autobusowych oraz 2 tramwajowych. We wschodniej części dzielnicy zlokalizowana jest stacja kolejowa, która również ułatwia dotarcie w inne części Wrocławia.

Edukacja

W bezpośrednim sąsiedztwie Osiedla Zielna znajdują się 3 placówki edukacyjne: publiczne przedszkole Columbus oddalone o 70 metrów, przedszkole nr 71 – oddalone o 520 metrów oraz Szkoła Podstawowa nr 6 zlokalizowana w odległości 230 metrów.

Rezerwacja i płatność

Po szczegóły zapraszamy do kontaktu przez formularz znajdujący się na dole strony.","Psie Pole,",4,,,"71,69 m²",Tak,,,2023
