nazwa_ogloszenia,link,cena,opis,lokalizacja,pokoje,stan wykonczenia,miejsce parkingowe,powierzchnia,balkon,taras,piętro,rok budowy
OKAZJA 2M + garderoba l Blisko Centrum,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-tadeusza-kosciuszki-47m2-mzn2043220247,479 000 zł,"Przedstawiam Państwu na sprzedaż mieszkanie 2 pokojowe znajdujące się na Przedmieściu Oławskim !
Idealne jako pierwszy zakup lub w celach inwestycyjnych.
Mieszkanie w pełnym rozkładzie.
Mieszkanie gotowe do sprzedaży - obecnie niezamieszkałe !
W pełni umeblowane oraz wyposażone.
Powierzchnia mieszkania wynosi 47m2 i składa się z:
- salonu z wejściem do garderoby,
- pokoju,
- osobnej kuchni,
- łazienki z wc,
- przedpokoju.
Do mieszkania przynależy duża piwnica - wejście z zewnątrz.
W pobliżu przystanki tramwajowe i autobusowe.
Jest to lokalizacja, która bardzo szybko się wynajmuje.
Do Rynku 2 km.
Bliskość punktów usługowych, sklepów, marketów, restauracji, przychodni, aptek, szkół, uczelni wyższych. 
CENA: 479 000 do negocjacji.
Zapraszam na prezentację!
KONTAKT: Kalina Żak |533... pokaż| Verso Nieruchomości
Zobacz więcej na.pl | Verso Nieruchomości sp. z o.o. Biurowiec Corte Verona, II p. ul. Grabiszyńska 208, 53-235 Wrocław | Informacja zawarta w ogłoszeniu nie stanowi oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego.
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Przedmieście Oławskie,",2,,,47 m²,,,1/5,
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-dmowskiego-13-62m2-mzn2041112038,,"Atmo
Najważniejsze atuty
✅ Przemyślane rozkłady lokali gwarantujące szerokie możliwości aranżacji","Śródmieście,",3,,,"62,79 m²",,,4/6,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-braniborska-80-28m2-mzn2043178332,,"Najważniejsze atuty
✅ Doskonała lokalizacja w centrum Wrocławia
✅ Elegancka i nowoczesna forma budynku wpisująca się w najnowsze trendy architektury
✅ Zielony wewnętrzny dziedziniec","Stare Miasto,",1,,,"28,46 m²",,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-zielna-84m2-mzn2042161182,,"Osiedle Zielna

Najważniejsze atuty
Kameralna inwestycja składająca się z jednego, 2-piętrowego budynku wielorodzinnego
Ogródki przynależne do mieszkań na parterze, balkony w przypadku mieszkań na 1 i 2 piętrze
Wysokość lokali – 250 cm","Psie Pole,",4,,,"84,96 m²",Tak,,,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-beaty-artemskiej-79m2-mzn2041817457,,"Najważniejsze atuty
Mural podkreślający nowoczesny sznyt artystyczny osiedla
Każdy z budynków z zielonym dziedzińcem ze starannie zaplanowaną roślinnością i małą architekturą
Strefa coworking/playroom i plac zabaw ze ścieżką aktywności na osiedlu","Krzyki,",4,,,"79,80 m²",Tak,,,2022
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-zielna-82m2-mzn2042161247,,"Osiedle Zielna

Najważniejsze atuty
Kameralna inwestycja składająca się z jednego, 2-piętrowego budynku wielorodzinnego
Ogródki przynależne do mieszkań na parterze, balkony w przypadku mieszkań na 1 i 2 piętrze
Wysokość lokali – 250 cm","Psie Pole,",4,,,"82,35 m²",Tak,,,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-braniborska-80-30m2-mzn2043178204,,"Najważniejsze atuty
✅ Doskonała lokalizacja w centrum Wrocławia
✅ Elegancka i nowoczesna forma budynku wpisująca się w najnowsze trendy architektury
✅ Zielony wewnętrzny dziedziniec
✅ Funkcjonalne i ustawne mieszkania w najbardziej poszukiwanych metrażach

Braniborska 80 w skrócie
Inwestycja przy ulicy Braniborskiej 80 we Wrocławiu stanowi idealną propozycję dla osób ceniących sobie wygodę miejskiego życia. Znajduje się ona bowiem w centrum Wrocławia, a spacer z niej do Rynku zajmuje jedynie 20 minut. Nowoczesna i elegancka forma budynku doskonale wpisuje się w najnowsze trendy architektury, jednocześnie komponując się idealnie z otoczeniem i współgrając ze zmieniającą się zabudową całej ulicy. Efektowna elewacja stanowiąca kompozycję białych płaszczyzn ścian i grafitowych okładzin cegieł klinkierowych została urozmaicona takimi detalami, jak szklane balustrady czy zróżnicowane elementy drewniane. Znalazły się tu funkcjonalne i ustawne mieszkania pozwalające na stworzenie wymarzonego wnętrza, w najbardziej poszukiwanych metrażach: od 29 do 90 m kw. Do wszystkich przynależą balkony lub loggie, a na ostatnich piętrach – przestronne tarasy. Na parterze natomiast zaprojektowane zostały ogródki.

Braniborska 80 – lokalizacja
Korzystna lokalizacja to jeden z największych atutów inwestycji przy Braniborskiej 80. Znajduje się ona bowiem zaledwie 20 minut spacerem do Rynku we Wrocławiu, a także w sąsiedztwie licznych linii autobusowych i tramwajowych umożliwiających szybkie przemieszczanie się w inne części miasta. W pobliżu znajduje się również pełna infrastruktura handlowo-usługowa, działa Akademia Sztuk Teatralnych oraz Wrocławskie Muzeum Współczesne.

Tereny zielone
O 2 km od inwestycji oddalony jest Park Zachodni.

Sklepy, punkty usługowe i gastronomiczne
Tuż przy inwestycji znajduje się Lidl, stacja benzynowa oraz całodobowa myjnia samochodowa bezdotykowa. Zakupy w najbliższej okolicy można także zrobić w: Delikatesach Centrum (800 m), Nowej Chacie (650 m) czy sklepie spożywczym Kornel (600 m). W pobliżu znajdują się także: bar sushi (700 m), McDonald’s (1 km) czy restauracja HALA monko (1,7 km). Do centrum handlowego Magnolia jest 1,1 km.

Komunikacja i transport publiczny
W odległości 200 metrów znajdują się przystanki tramwajowe i autobusowe przy ulicy Legnickiej pozwalające przejechać szybko w inne części Wrocławia. Dobrą komunikację zapewnia także poprowadzona w sąsiedztwie nowa linia tramwajowa na Nowy Dwór. Do dworca kolejowego Wrocław Mikołów jest 900 metrów, a pobliskie ścieżki rowerowe zachęcają do korzystania w sezonie z jednośladów ułatwiających poruszanie się po mieście.

Edukacja
Przedszkole nr 41 oddalone jest od inwestycji o 650 metrów, kolejne – nr 99 i 102 – o 700 metrów. W odległości 450 metrów działa Jaskółka – Autorska Szkoła Podstawowa, Ala. Autorskie Licea Artystyczne i Akademickie, a o 700 metrów oddalona jest Wyższa Szkoła Humanistyczna we Wrocławiu. W odległości 170 metrów znajduje się Akademia Sztuk Teatralnych.

Rezerwacja i płatność
Wszystkie informacje dotyczące rezerwacji i płatności znajdą Państwo u dewelopera, polecamy kontakt przez formularz.","Stare Miasto,",1,,,"30,27 m²",,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-miedzyleska-6b-38m2-mzn2042224104,,"Najważniejsze atuty
✅ Przyjazna okolica","Tarnogaj,",2,,,"38,86 m²",Tak,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-zielna-84m2-mzn2042161176,,"Osiedle Zielna

Najważniejsze atuty
Kameralna inwestycja składająca się z jednego, 2-piętrowego budynku wielorodzinnego
Ogródki przynależne do mieszkań na parterze, balkony w przypadku mieszkań na 1 i 2 piętrze
Wysokość lokali – 250 cm","Psie Pole,",4,,,"84,96 m²",Tak,,,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-zielna-46m2-mzn2042161219,,"Osiedle Zielna

Najważniejsze atuty
Kameralna inwestycja składająca się z jednego, 2-piętrowego budynku wielorodzinnego
Ogródki przynależne do mieszkań na parterze, balkony w przypadku mieszkań na 1 i 2 piętrze
Wysokość lokali – 250 cm","Psie Pole,",2,,,"46,71 m²",Tak,,,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-braniborska-80-30m2-mzn2043178370,,"Najważniejsze atuty
✅ Doskonała lokalizacja w centrum Wrocławia
✅ Elegancka i nowoczesna forma budynku wpisująca się w najnowsze trendy architektury
✅ Zielony wewnętrzny dziedziniec","Stare Miasto,",1,,,"30,35 m²",,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-zielna-51m2-mzn2042161286,,"Osiedle Zielna

Najważniejsze atuty
Kameralna inwestycja składająca się z jednego, 2-piętrowego budynku wielorodzinnego
Ogródki przynależne do mieszkań na parterze, balkony w przypadku mieszkań na 1 i 2 piętrze
Wysokość lokali – 250 cm","Psie Pole,",3,,,"51,68 m²",Tak,,,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-michalczyka-5-33m2-mzn2041581933,,"Najważniejsze atuty
✅ Jedna z najlepszych wrocławskich inwestycji w sercu miasta","Stare Miasto,",1,,,"33,06 m²",Tak,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-sienkiewicza-66m2-mzn2041989891,,"Najważniejsze atuty
✅ Wyjątkowa lokalizacja – na wprost Ogrodu Botanicznego we Wrocławiu
✅ Mieszkania idealne pod wynajem
✅ Unikatowe części wspólne","Śródmieście,",3,,,"66,92 m²",,,4/6,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-zielna-46m2-mzn2042161209,,"Osiedle Zielna

Najważniejsze atuty
Kameralna inwestycja składająca się z jednego, 2-piętrowego budynku wielorodzinnego
Ogródki przynależne do mieszkań na parterze, balkony w przypadku mieszkań na 1 i 2 piętrze
Wysokość lokali – 250 cm","Psie Pole,",2,,,"46,76 m²",,,,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-zielna-82m2-mzn2042161243,,"Osiedle Zielna

Najważniejsze atuty
Kameralna inwestycja składająca się z jednego, 2-piętrowego budynku wielorodzinnego
Ogródki przynależne do mieszkań na parterze, balkony w przypadku mieszkań na 1 i 2 piętrze
Wysokość lokali – 250 cm","Psie Pole,",4,,,"82,35 m²",Tak,,,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-beaty-artemskiej-35m2-mzn2041817435,,"Najważniejsze atuty
Mural podkreślający nowoczesny sznyt artystyczny osiedla
Każdy z budynków z zielonym dziedzińcem ze starannie zaplanowaną roślinnością i małą architekturą
Strefa coworking/playroom i plac zabaw ze ścieżką aktywności na osiedlu","Krzyki,",2,,,"35,25 m²",Tak,,,2022
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-michalczyka-5-40m2-mzn2041581958,,"Najważniejsze atuty
✅ Jedna z najlepszych wrocławskich inwestycji w sercu miasta","Stare Miasto,",1,,,"40,22 m²",Tak,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-michalczyka-5-32m2-mzn2041581842,,"Najważniejsze atuty
✅ Jedna z najlepszych wrocławskich inwestycji w sercu miasta","Stare Miasto,",1,,,"32,97 m²",Tak,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-beaty-artemskiej-79m2-mzn2041817470,,"Najważniejsze atuty
Mural podkreślający nowoczesny sznyt artystyczny osiedla
Każdy z budynków z zielonym dziedzińcem ze starannie zaplanowaną roślinnością i małą architekturą
Strefa coworking/playroom i plac zabaw ze ścieżką aktywności na osiedlu","Krzyki,",4,,,"79,80 m²",Tak,,,2022
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-beaty-artemskiej-29m2-mzn2041817443,,"Najważniejsze atuty
Mural podkreślający nowoczesny sznyt artystyczny osiedla
Każdy z budynków z zielonym dziedzińcem ze starannie zaplanowaną roślinnością i małą architekturą
Strefa coworking/playroom i plac zabaw ze ścieżką aktywności na osiedlu","Krzyki,",1,,,"29,12 m²",Tak,,,2022
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-braniborska-80-30m2-mzn2043178331,,"Najważniejsze atuty
✅ Doskonała lokalizacja w centrum Wrocławia
✅ Elegancka i nowoczesna forma budynku wpisująca się w najnowsze trendy architektury
✅ Zielony wewnętrzny dziedziniec","Stare Miasto,",1,,,"30,27 m²",,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-krakowska-98-35m2-mzn2043185875,,"Apartamenty nad Oławką to nowa inwestycja premium w ofercie Dom Development, zlokalizowana tuż nad malowniczą rzeką Oławą – w otoczeniu bulwarów, Parku na Niskich Łąkach i Lasu Rakowieckiego. Nowoczesna architektura, eleganckie wnętrza, wysoka jakość materiałów oraz doskonała lokalizacja sprawiają, że jest to wyjątkowe miejsce na mapie Wrocławia.","Krzyki,",2,,,"35,95 m²",,,,2025
"Dwupoziomowe, Słoneczne, dwa balony",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-klodzka-63m2-mzn2043208389,679 000 zł,"Zapraszamy do odkrycia niezwykłego mieszkania dwupoziomowego z możliwością adaptacji na własne potrzeby. To mieszkanie oferuje przestrzeń do wypoczynku i codziennego życia na dwóch poziomach. Górny poziom to sypialnie z uroczym tarasem, gdzie możesz cieszyć się ciszą, podczas gdy na dole rodzina może swobodnie funkcjonować.
Rozkład Pomieszczeń:
Góra (Antresola ze skosami do 3,5m):
Sypialnia z tarasem 15m² (łóżko podwójne, szafa komandor)
Sypialnia 12m² (idealna na komfortowe łóżko dwupoziomowe)
Dół:
Pokój dzienny przejściowy ze schodami na antresolę z balkonem 16m² (kanapa, fotele, telewizor)
Kuchnia (lodówko-zamrażarka, kuchenka gazowa z piekarnikiem elektrycznym) i spiżarnia
Łazienka (pralka, wanna)
Przedpokój (możliwość przekształcenia w otwartą przestrzeń)
Lokalizacja:
Bliskość szkoły, przedszkoli, centrów handlowych, placówek medycznych oraz terenów rekreacyjnych, takich jak Park Skowroni czy Wzgórze Gajowe, sprawia, że to idealne miejsce do zamieszkania. Okolice ul. Kłodzkiej.
Komunikacja:
Świetne połączenie komunikacyjne, zaledwie 5 minut do przystanku autobusowego na Świeradowskiej i Bardzkiej.
Dodatkowe Informacje:
Czynsz: 820 zł
Cena: 679 000 zł
Instalacja elektryczna: miedziana
Piony wodno-kanalizacyjne: plastikowe (nowe)
Kontakt:
Agent: Michał Bebel
:73... pokaż
Email: michal.bebel@
Nie przegap wyjątkowej okazji na stworzenie swojego wymarzonego miejsca w jednej z najbardziej pożądanych lokalizacji we Wrocławiu. Skontaktuj się z nami już dziś, aby umówić się na obejrzenie mieszkania i odkryć więcej o jego potencjale.
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Gaj,",3,,,"63,20 m²",,,3/3,2002
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-michalczyka-5-32m2-mzn2041581835,,"Najważniejsze atuty
✅ Jedna z najlepszych wrocławskich inwestycji w sercu miasta","Stare Miasto,",1,,,"32,19 m²",Tak,,,2024
"2 pokojowe rozkładowe 2000 r 53,71 m2",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-poleska-53m2-mzn2043175611,527 000 zł,"2 pokojowe, rozkładowe
2000 r budowy
53,71 m2
Wrocław ul. Poleska 9-15
Deweloper „Intakus”
Mieszkanie o świetnym rozkładzie i komfortowej powierzchni. 2 pokoje, oddzielna kuchnia i łazienka. Dodatkowo komórka lokatorska na półpiętrze.
Lokalizacja: Wrocław Psie Pole ul. Poleska. Osiedle o bardzo dobrej infrastrukturze. W bezpośredniej okolicy znajdują się sklepy, restauracje, apteka, przychodnia, szkoła, przedszkole, żłobek. Bardzo blisko przystanek komunikacji publicznej. Dużo terenów do aktywnego spędzania czasu.
Mieszkanie położone jest na 8 piętrze. Składa się z:
• Dużego pokoju dziennego o powierzchni 22,8 m2
• Sypialni o powierzchni 11 m2
• Osobnej kuchni z oknem o powierzchni 9 m2
• Łazienki z wanną i wc, powierzchnia 4 m2
• Wszystko łączy przedpokój
Na półpiętrze jest przypisana do mieszkania komórka lokatorska o powierzchni 2,7 m2
Nieruchomość na pewno wymaga odświeżenia. Na podłodze położone są panele, okna PCV z 2000 roku. Okna skierowane na zachód.
Jest założona księga wieczysta, bez kredytu. Szybkie wydanie mieszkania po zakupie.
Zobacz wirtualny spacer i zadzwoń, żeby umówić się na prezentację.","Wrocław-Psie Pole,",2,,,"53,71 m²",,,8/11,2000
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-krakowska-98-37m2-mzn2043185874,,"Apartamenty nad Oławką to nowa inwestycja premium w ofercie Dom Development, zlokalizowana tuż nad malowniczą rzeką Oławą – w otoczeniu bulwarów, Parku na Niskich Łąkach i Lasu Rakowieckiego. Nowoczesna architektura, eleganckie wnętrza, wysoka jakość materiałów oraz doskonała lokalizacja sprawiają, że jest to wyjątkowe miejsce na mapie Wrocławia.
Lokalizacja jest jednym z największych atutów inwestycji Apartamenty nad Oławką:
• doskonale skomunikowana okolica – kilka przystanków tramwajowych i autobusowych w najbliższej okolicy
• szybki dojazd do centrum (2,5km)
• łatwy wyjazd z miasta dzięki bliskości Alei Wielkiej Wyspy
• bezpośrednie sąsiedztwo bulwarów nad Oławą
• bliska odległość Lasu Rakowieckiego i Parku na Niskich Łąkach
• widok na rzekę Oławę
• bogata oferta szkół i przedszkoli w najbliższym otoczeniu
• liczne punkty usługowe i centrum handlowe Famili Point","Krzyki,",2,,,"37,04 m²",,,,2025
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-sienkiewicza-31m2-mzn2041989848,,"Najważniejsze atuty
✅ Wyjątkowa lokalizacja – na wprost Ogrodu Botanicznego we Wrocławiu
✅ Mieszkania idealne pod wynajem
✅ Unikatowe części wspólne","Śródmieście,",1,,,"31,04 m²",,,1/6,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-dmowskiego-13-53m2-mzn2041112058,,"Atmo
Najważniejsze atuty
✅ Przemyślane rozkłady lokali gwarantujące szerokie możliwości aranżacji
✅ Przynajmniej jeden balkon lub loggia przynależne do mieszkań oraz ogródki na parterze
✅ Stojaki dla rowerów i otwarte parkingi rowerowe na terenie inwestycji
✅ Zewnętrzne rolety montowane w mieszkaniach na parterze
Atmo w skrócie
Inwestycja Atmo realizowana przy ulicy Dmowskiego na Nadodrzu, części wrocławskiego Śródmieścia to dwa budynki o siedmiu kondygnacjach, w których znajdzie się 113 mieszkań. W zależności od kondygnacji mają one wysokość od 260 do 280 cm oraz powierzchnie od 44 do 141 m kw. Panoramiczne okna zapewnią dobre doświetlenie mieszkań, do których przynależą przynajmniej jedna loggia lub balkon. Mieszkańcy lokali na parterze mogą natomiast korzystać z ogródków. Projekt budynków stworzyła pracownia Zbigniewa Maćkowa, nadając im loftowy charakter i nawiązując do historii miejsca. Elementem jednego z nich stały się elewacje dawnej stajni koszar wojskowych znajdujących się na terenie Kępy Mieszczańskiej w XIX wieku. Cegła jako element elewacji budynków, przeszklenia w strefach wejściowych czy sklepienia w układzie krzyżowym lokali usługowych zaplanowanych na parterze również podkreślają loftowe inspiracje projektantów. Wokół budynków zaplanowana została ekologiczna strefa wypoczynku, gdzie znajdą się karmniki i poidełka dla ptaków, domki dla owadów, ogród uprawny, plac zabaw, stojaki i stacja napraw rowerów, stacja ładowania pojazdów elektrycznych, zielony amfiteatr z siedziskami, altana porośnięta pnączami czy ławki z ładowarkami urządzeń mobilnych.
Atmo – lokalizacja
Inwestycja Atmo zlokalizowana jest na największej wyspie znajdującej się w centrum Wrocławia, czyli Kępie Mieszczańskiej. To część Nadodrza i Śródmieścia Wrocławia rozciągającego się naprzeciw Starego Miasta, na prawym brzegu Odry. Niewielka, ale urokliwa dzielnica, jaką jest Śródmieście, zawdzięcza swój klimat m.in. takim miejscom jak Ostrów Tumski, most Tumski, na którym zakochani zaczepiają kłódki na znak swojej miłości oraz Park Mieszczański, który zapowiada się jako jeden z ciekawszych nowych terenów zielonych Wrocławia.
Tereny zielone
Atmo powstaje na Kępie Mieszczańskiej, zielonej wyspie pomiędzy meandrującą Odrą, która połączona jest z pozostałymi częściami Wrocławia pięcioma mostami. Pomiędzy znajdującymi się tutaj nowymi osiedlami, z inicjatywy mieszkańców, władz miasta i deweloperów powstaje Park Mieszczański – 4-hektarowy teren zielony, oddalony od inwestycji Atmo o zaledwie 800 metrów. Nazywany wrocławskim Central Parkiem będzie miejscem wypoczynku dla lokatorów powstających na Kępie Mieszczańskiej licznych nowych inwestycji.
Sklepy, punkty usługowe i gastronomiczne
W odległości 210 metrów od inwestycji znajduje się dyskont spożywczy Biedronka. W bezpośrednim sąsiedztwie osiedla znajduje się również Żabka, a kilometr od niego położony jest sklep ogólnospożywczy Blumiś. Po przejściu jednym z mostów na Odrze dystansu 700 metrów można zjeść śniadanie i brunch w ZENKA Cafe, a w odległości 900 metrów mieści się Kot Cafe – kocia kawiarnia. O 1,7 km od inwestycji oddalona jest Hala Targowa, a 2,2 km – Galeria Dominikańska.
Komunikacja i transport publiczny
W odległości 500 metrów od inwestycji Atmo znajduje się najbliższy przystanek komunikacji miejskiej – Dmowskiego, z którego odjeżdżają autobusy 102, 103, 104, 107 i 109, a także tramwaje: 15 i 74. Dobrym wyborem dla mieszkańców inwestycji na poruszanie się po okolicy będą również rowery czy spacer. Piechotą można stąd dojść do Rynku Wrocławskiego w zaledwie 19 minut pokonując dystans 1,5 km.
Edukacja
Najbliższe przedszkole w okolicy inwestycji Atmo oddalone jest o 1,1 km – to Przedszkole Integracyjne nr 125 im. Janusza Korczaka. W odległości 800 metrów mieści się Zespół Szkół nr 18 oraz Niepubliczna Szkoła Podstawowa Leonardo Da Vinci, a o kilometr oddalona jest Szkoła Podstawowa nr 58. W odległości kilometra znajduje się również Liceum Ogólnokształcące nr III im. Adama Mickiewicza.
Rezerwacja i płatność
Wszystkie informacje dotyczące rezerwacji i płatności znajdą Państwo u dewelopera. Poniżej formularz kontaktowy.","Śródmieście,",2,,,"53,01 m²",,,6/6,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-zielna-52m2-mzn2042161231,,"Osiedle Zielna

Najważniejsze atuty
Kameralna inwestycja składająca się z jednego, 2-piętrowego budynku wielorodzinnego
Ogródki przynależne do mieszkań na parterze, balkony w przypadku mieszkań na 1 i 2 piętrze
Wysokość lokali – 250 cm","Psie Pole,",3,,,"52,05 m²",Tak,,,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-braniborska-80-28m2-mzn2043178306,,"Najważniejsze atuty
✅ Doskonała lokalizacja w centrum Wrocławia
✅ Elegancka i nowoczesna forma budynku wpisująca się w najnowsze trendy architektury
✅ Zielony wewnętrzny dziedziniec","Stare Miasto,",1,,,"28,46 m²",,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-dmowskiego-13-53m2-mzn2041112065,,"Atmo
Najważniejsze atuty
✅ Przemyślane rozkłady lokali gwarantujące szerokie możliwości aranżacji","Śródmieście,",2,,,"53,04 m²",,,4/6,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-michalczyka-5-50m2-mzn2041581857,,"Najważniejsze atuty
✅ Jedna z najlepszych wrocławskich inwestycji w sercu miasta","Stare Miasto,",2,,,"50,44 m²",Tak,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-dmowskiego-13-85m2-mzn2041112056,,"Atmo
Najważniejsze atuty
✅ Przemyślane rozkłady lokali gwarantujące szerokie możliwości aranżacji","Śródmieście,",4,,,"85,33 m²",,,5/6,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-michalczyka-5-86m2-mzn2041581801,,"Najważniejsze atuty
✅ Jedna z najlepszych wrocławskich inwestycji w sercu miasta","Stare Miasto,",4,,,"86,37 m²",Tak,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-stodolna-79m2-mzn2042572838,,"Najważniejsze atuty:
✅ Spokojna, kameralna architektura
✅ Mieszkania w najbardziej poszukiwanych metrażach
✅ Bliskość terenów zielonych","Maślice,",4,,,"79,73 m²",Tak,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-stodolna-79m2-mzn2042572832,,"Najważniejsze atuty:
✅ Spokojna, kameralna architektura
✅ Mieszkania w najbardziej poszukiwanych metrażach
✅ Bliskość terenów zielonych","Maślice,",4,,,"79,73 m²",,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-slezna-118-83m2-mzn2041149642,,"Ślężna Vita

Najważniejsze atuty

✅ Starannie przemyślane, funkcjonalne rozkłady mieszkań","Krzyki,",4,,,"83,59 m²",,,4/7,2025
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-dmowskiego-13-137m2-mzn2041112023,,"Atmo
Najważniejsze atuty
✅ Przemyślane rozkłady lokali gwarantujące szerokie możliwości aranżacji","Śródmieście,",5,,,"137,96 m²",,,4/6,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-dmowskiego-13-138m2-mzn2041112025,,"Atmo
Najważniejsze atuty
✅ Przemyślane rozkłady lokali gwarantujące szerokie możliwości aranżacji","Śródmieście,",5,,,"138,11 m²",,,5/6,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-michalczyka-5-86m2-mzn2041581931,,"Najważniejsze atuty
✅ Jedna z najlepszych wrocławskich inwestycji w sercu miasta","Stare Miasto,",4,,,"86,37 m²",Tak,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-slezna-118-100m2-mzn2042555595,,"Ślężna Vita

Najważniejsze atuty

✅ Starannie przemyślane, funkcjonalne rozkłady mieszkań","Krzyki,",4,,,"100,52 m²",,,1/7,2025
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-beaty-artemskiej-83m2-mzn2041817519,,"Najważniejsze atuty
Mural podkreślający nowoczesny sznyt artystyczny osiedla
Każdy z budynków z zielonym dziedzińcem ze starannie zaplanowaną roślinnością i małą architekturą
Strefa coworking/playroom i plac zabaw ze ścieżką aktywności na osiedlu","Krzyki,",4,,,"83,16 m²",Tak,,,2022
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-dmowskiego-13-78m2-mzn2041112054,,"Atmo
Najważniejsze atuty
✅ Przemyślane rozkłady lokali gwarantujące szerokie możliwości aranżacji","Śródmieście,",4,,,"78,96 m²",,,4/6,2023
